Product_Id,Precio_de_lista,Precio_con_Descuento,Marca,Categoria,Disponibilidad
246,42.08,42.08,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,TRUE
247,42.99,42.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
248,42.99,42.99,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,TRUE
249,87.99,43.53,HP,Office|Paper|All Paper & Printable Media,FALSE
250,44.55,44.55,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,TRUE
251,44.55,44.55,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,TRUE
252,44.55,44.55,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,TRUE
253,44.55,44.55,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,TRUE
254,44.55,44.55,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,FALSE
255,44.55,44.55,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,TRUE
256,44.55,44.55,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,TRUE
257,44.55,44.55,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,TRUE
258,44.55,44.55,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,TRUE
259,44.55,44.55,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,FALSE
260,44.55,44.55,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,TRUE
261,44.55,44.55,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,TRUE
262,44.55,44.55,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,TRUE
263,44.55,44.55,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,TRUE
264,44.55,44.55,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,TRUE
265,44.55,44.55,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,TRUE
266,44.55,44.55,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,TRUE
267,45.53,45.53,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,TRUE
268,46.88,46.88,Pantene,Personal Care|Bath & Body|Body Lotions & Creams,TRUE
269,48.2,48.2,TerraVita,Health|Vitamins & Supplements|Homeopathic Remedies|All Homeopathic Remedies,TRUE
270,48.2,48.2,TerraVita,Health|Vitamins & Supplements|Homeopathic Remedies|All Homeopathic Remedies,TRUE
271,49.5,49.5,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,FALSE
272,99,49.5,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,FALSE
273,49.5,49.5,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,FALSE
274,55,49.5,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,FALSE
275,51.81,51.81,TerraVita,Health|Vitamins & Supplements|Homeopathic Remedies|All Homeopathic Remedies,TRUE
276,55,55,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,FALSE
277,55,55,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,FALSE
278,55.99,55.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
279,55.99,55.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
280,55.99,55.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
281,55.99,55.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
282,55.99,55.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
283,55.99,55.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
284,55.99,55.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
285,55.99,55.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
286,55.99,55.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
287,55.99,55.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
288,55.99,55.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
289,55.99,55.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
290,55.99,55.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
291,57.99,57.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
292,57.99,57.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
293,57.99,57.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
294,57.99,57.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
295,57.99,57.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
296,57.99,57.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
297,58.99,58.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
298,59.99,59.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
299,60,60,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,FALSE
300,60,60,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,FALSE
301,60,60,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,FALSE
302,60,60,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,FALSE
303,60,60,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,FALSE
304,60,60,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,FALSE
305,60,60,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,FALSE
306,60,60,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,FALSE
307,60,60,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,FALSE
308,60,60,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,TRUE
309,60,60,Aviana,Clothing|Women|Womens Lingerie & Shapewear|Womens Bras|Bras,FALSE
310,60.45,60.45,TerraVita,Food|Beverages|Tea|Tea Bags,TRUE
311,62.99,62.99,Ebern Designs,"Food|Condiments, Sauces & Spices|Salad Dressings & Toppings",TRUE
312,71,71,HP,Electronics|Computers|Computer Components|Motherboards,FALSE
313,78.32,78.32,TerraVita,Food|Beverages|Tea|Tea Bags,TRUE
314,87.48,87.48,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
315,88.7,88.7,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
316,91.36,91.36,TerraVita,Health|Vitamins & Supplements|Letter Vitamins,TRUE
317,93.99,93.99,HP,Electronics|Computers|Computer Accessories|Batteries & A,FALSE
318,116.39,116.39,Vickerman,Party & Occasions|Christmas Trees & Holiday Decor|Christmas Trees|Christmas Trees by Style|Unlit Christmas Trees,FALSE
319,126.96,126.96,TerraVita,Food|Beverages|Tea|Tea Bags,TRUE
320,132.42,132.42,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
321,132.42,132.42,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
322,132.42,132.42,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
323,152.99,152.99,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
324,194.99,194.99,HP,Electronics|Computers|Laptops|Laptops By Brand|HP Laptops,FALSE
325,209.95,209.95,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
326,209.95,209.95,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
327,209.95,209.95,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
328,209.95,209.95,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
329,209.95,209.95,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
330,209.95,209.95,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
331,209.95,209.95,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
332,209.95,209.95,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
333,209.95,209.95,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
334,209.95,209.95,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
335,209.95,209.95,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
336,209.95,209.95,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
337,209.95,209.95,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
338,209.95,209.95,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
339,209.95,209.95,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
340,209.95,209.95,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
341,209.95,209.95,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
342,209.99,209.99,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
343,209.99,209.99,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
344,209.99,209.99,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
345,209.99,209.99,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
346,209.99,209.99,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
347,209.99,209.99,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
348,209.99,209.99,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
349,209.99,209.99,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
350,209.99,209.99,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
351,209.99,209.99,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
352,209.99,209.99,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
353,209.99,209.99,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
354,209.99,209.99,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
355,209.99,209.99,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
356,228.17,228.17,HP,Electronics|Computers|Desktop Computers|Shop Desktops By Type|Desktop PC Towers Only,TRUE
357,229.95,229.95,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
358,229.95,229.95,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
359,229.99,229.99,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
360,229.99,229.99,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
361,229.99,229.99,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
362,229.99,229.99,HMK,Auto & Tires|Motorcycle|Motorcycle Gear|Motorcycle Jackets,FALSE
363,296.99,296.99,HP,Electronics|Computers|Laptops|Shop Laptops by Type|All Laptop Computers,FALSE
364,344.91,344.91,HP,Electronics|Computers|Computer Components|Hard Drives & Storage,FALSE
365,736,736,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
366,742.89,742.89,Vickerman,Party & Occasions|Christmas Trees & Christmas Decor|Christmas Trees|Christmas Trees by Color|Green Christmas Trees,TRUE
367,755,755,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
368,770,770,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,TRUE
369,783,783,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
370,825,825,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
371,830,830,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
372,872,872,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,TRUE
373,881,881,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
374,894,894,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
375,913,913,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
376,919,919,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
377,984,984,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
378,997,997,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
379,1014,1014,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
380,1090,1090,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
381,1099,1099,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
382,1111.95,1111.95,HP,Electronics|Computers|Laptops|Shop Laptops by Type|Touchscreen Laptops,FALSE
383,1119,1119,HP,Electronics|Computers|Laptops|Shop Laptops by Type|Touchscreen Laptops,FALSE
384,1140,1140,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
385,1153,1153,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
386,1180,1180,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
387,1183,1183,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
388,1193,1193,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
389,1200,1200,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
390,1219,1219,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
391,1223,1223,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
392,1291,1291,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
393,1292,1292,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
394,1305,1305,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
395,1311,1311,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
396,1321,1321,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
397,1324,1324,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
398,1336,1336,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
399,1400,1400,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
400,1401,1401,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
401,1414,1414,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
402,1512,1512,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
403,1516,1516,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
404,1582,1582,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
405,1605,1605,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
406,1642,1642,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
407,1644,1644,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
408,1645,1645,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
409,1663,1663,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
410,1677,1677,HP,Electronics|Computers|Desktop Computers|Shop Desktops By Type|Refurbished Desktops,FALSE
411,1683,1683,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
412,1713,1713,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
413,1713,1713,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
414,1713,1713,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
415,1722,1722,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
416,1743,1743,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
417,1803,1803,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
418,1833,1833,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
419,1833,1833,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
420,1853,1853,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
421,1853,1853,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
422,1864,1864,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
423,1884,1884,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
424,1894,1894,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
425,1904,1904,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
426,1904,1904,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
427,1914,1914,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
428,1934,1934,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
429,1944,1944,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
430,1964,1964,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
431,2054,2054,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
432,2105,2105,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
433,2155,2155,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
434,2215,2215,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
435,2255,2255,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
436,2296,2296,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
437,2306,2306,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
438,2386,2386,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
439,2446,2446,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
440,2487,2487,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
441,2527,2527,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
442,2537,2537,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
443,2597,2597,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,FALSE
444,2775.74,2775.74,HP,Electronics|Computers|Laptops|Shop Laptops by Type|All Laptop Computers,FALSE
445,2788,2788,HP,Electronics|Computers|Desktop Computers|Desktops By Brand|HP Desktop Computers,TRUE
